clip_id,path,video_id,start_time,end_time,label,split
clip_000872,train/idle/clip_000872.mp4,basket_2nd,4130.958887960069,4131.916887960069,idle,train
clip_000873,train/passaggio/clip_000873.mp4,basket_2nd,4132.917,4133.205,passaggio,train
clip_000874,train/tiroDaTre0/clip_000874.mp4,basket_2nd,4136.036,4138.157,tiroDaTre0,train
clip_000875,train/passaggio/clip_000875.mp4,basket_2nd,4141.369,4141.927,passaggio,train
clip_000876,train/idle/clip_000876.mp4,basket_2nd,4148.823667895673,4149.079667895672,idle,train
clip_000877,train/non-gioco/clip_000877.mp4,basket_2nd,4149.78690972466,4152.08180410077,non-gioco,train
clip_000878,train/idle/clip_000878.mp4,basket_2nd,4157.040845542845,4157.9708455428445,idle,train
clip_000879,train/non-gioco/clip_000879.mp4,basket_2nd,4159.144268858329,4160.767264557479,non-gioco,train
clip_000880,train/passaggio/clip_000880.mp4,basket_2nd,4165.046,4165.847,passaggio,train
clip_000881,train/passaggio/clip_000881.mp4,basket_2nd,4168.797,4169.231,passaggio,train
clip_000882,train/passaggio/clip_000882.mp4,basket_2nd,4171.402,4172.603,passaggio,train
clip_000883,train/tiroDaDue1/clip_000883.mp4,basket_2nd,4175.73,4176.11,tiroDaDue1,train
clip_000884,train/idle/clip_000884.mp4,basket_2nd,4182.382626707391,4182.586626707391,idle,train
clip_000885,train/non-gioco/clip_000885.mp4,basket_2nd,4199.080902082111,4201.267588174168,non-gioco,train
clip_000886,train/non-gioco/clip_000886.mp4,basket_2nd,4200.306608142374,4202.873479234829,non-gioco,train
clip_000887,train/idle/clip_000887.mp4,basket_2nd,4203.813026454458,4204.110026454458,idle,train
clip_000888,train/idle/clip_000888.mp4,basket_2nd,4213.626527373941,4214.164527373941,idle,train
clip_000889,train/non-gioco/clip_000889.mp4,basket_2nd,4219.975519622643,4222.773704525834,non-gioco,train
clip_000890,train/non-gioco/clip_000890.mp4,basket_2nd,4221.331198492243,4224.245732702986,non-gioco,train
clip_000891,train/non-gioco/clip_000891.mp4,basket_2nd,4223.517330727431,4226.593753651734,non-gioco,train
clip_000892,train/non-gioco/clip_000892.mp4,basket_2nd,4228.959446487356,4232.188011301882,non-gioco,train
clip_000893,train/non-gioco/clip_000893.mp4,basket_2nd,4232.119541476775,4233.737640820549,non-gioco,train
clip_000894,train/idle/clip_000894.mp4,basket_2nd,4233.809992448146,4234.143992448146,idle,train
clip_000895,train/idle/clip_000895.mp4,basket_2nd,4236.309584117641,4237.497584117641,idle,train
clip_000896,train/non-gioco/clip_000896.mp4,basket_2nd,4240.1226646977775,4243.365684955861,non-gioco,train
clip_000897,train/non-gioco/clip_000897.mp4,basket_2nd,4245.931646436678,4248.072801000354,non-gioco,train
clip_000898,train/non-gioco/clip_000898.mp4,basket_2nd,4258.440008470666,4260.928639266839,non-gioco,train
clip_000899,train/non-gioco/clip_000899.mp4,basket_2nd,4261.518561552544,4264.1875058840105,non-gioco,train
clip_000900,train/passaggio/clip_000900.mp4,basket_2nd,4265.403,4265.937,passaggio,train
clip_000901,train/idle/clip_000901.mp4,basket_2nd,4266.897942162301,4269.1269421623,idle,train
clip_000902,train/passaggio/clip_000902.mp4,basket_2nd,4270.729,4271.297,passaggio,train
clip_000903,train/non-gioco/clip_000903.mp4,basket_2nd,4280.610056248913,4281.803764633574,non-gioco,train
clip_000904,train/non-gioco/clip_000904.mp4,basket_2nd,4281.088711146512,4282.767998914217,non-gioco,train
clip_000905,train/tiroLibero0/clip_000905.mp4,basket_2nd,4299.529,4300.897,tiroLibero0,train
clip_000906,train/non-gioco/clip_000906.mp4,basket_2nd,4301.33,4304.58,non-gioco,train
clip_000907,train/idle/clip_000907.mp4,basket_2nd,4307.335173217591,4308.125173217591,idle,train
clip_000908,train/tiroLibero1/clip_000908.mp4,basket_2nd,4309.204,4310.639,tiroLibero1,train
clip_000909,train/passaggio/clip_000909.mp4,basket_2nd,4312.159,4312.793,passaggio,train
clip_000910,train/idle/clip_000910.mp4,basket_2nd,4318.713161766006,4319.117161766006,idle,train
clip_000911,train/passaggio/clip_000911.mp4,basket_2nd,4324.195,4324.629,passaggio,train
clip_000912,train/passaggio/clip_000912.mp4,basket_2nd,4328.478,4328.868,passaggio,train
clip_000913,train/tiroDaDue1/clip_000913.mp4,basket_2nd,4330.079,4331.381,tiroDaDue1,train
clip_000914,train/passaggio/clip_000914.mp4,basket_2nd,4333.394,4333.836,passaggio,train
clip_000915,train/passaggio/clip_000915.mp4,basket_2nd,4334.259,4334.626,passaggio,train
clip_000916,train/tiroDaDue0/clip_000916.mp4,basket_2nd,4341.687,4342.678,tiroDaDue0,train
clip_000917,train/passaggio/clip_000917.mp4,basket_2nd,4344.926,4345.793,passaggio,train
clip_000918,train/passaggio/clip_000918.mp4,basket_2nd,4346.096,4346.73,passaggio,train
clip_000919,train/tiroDaDue0/clip_000919.mp4,basket_2nd,4347.153,4349.088,tiroDaDue0,train
clip_000920,train/non-gioco/clip_000920.mp4,basket_2nd,4354.165501403608,4356.515881959904,non-gioco,train
clip_000921,train/idle/clip_000921.mp4,basket_2nd,4360.437195425407,4361.667195425407,idle,train
clip_000922,train/non-gioco/clip_000922.mp4,basket_2nd,4363.39593715796,4364.974090857281,non-gioco,train
clip_000923,train/passaggio/clip_000923.mp4,basket_2nd,4371.554,4372.689,passaggio,train
clip_000924,train/passaggio/clip_000924.mp4,basket_2nd,4374.62,4375.087,passaggio,train
clip_000925,train/non-gioco/clip_000925.mp4,basket_2nd,4376.640338867283,4379.40638672152,non-gioco,train
clip_000926,train/non-gioco/clip_000926.mp4,basket_2nd,4381.740517109927,4383.759515534093,non-gioco,train
clip_000927,train/passaggio/clip_000927.mp4,basket_2nd,4389.613,4390.247,passaggio,train
clip_000928,train/passaggio/clip_000928.mp4,basket_2nd,4396.589,4397.09,passaggio,train
clip_000929,train/idle/clip_000929.mp4,basket_2nd,4400.409946141704,4400.869946141704,idle,train
clip_000930,train/tiroDaDue0/clip_000930.mp4,basket_2nd,4402.659,4404.661,tiroDaDue0,train
clip_000931,train/non-gioco/clip_000931.mp4,basket_2nd,4409.967945935885,4412.007381521143,non-gioco,train
clip_000932,train/non-gioco/clip_000932.mp4,basket_2nd,4418.458749953435,4420.509108747868,non-gioco,train
clip_000933,train/passaggio/clip_000933.mp4,basket_2nd,4424.538,4425.072,passaggio,train
clip_000934,train/tiroDaTre0/clip_000934.mp4,basket_2nd,4425.621,4427.556,tiroDaTre0,train
clip_000935,train/passaggio/clip_000935.mp4,basket_2nd,4428.639,4429.14,passaggio,train
clip_000936,train/passaggio/clip_000936.mp4,basket_2nd,4429.573,4430.307,passaggio,train
clip_000937,train/passaggio/clip_000937.mp4,basket_2nd,4438.37,4438.837,passaggio,train
clip_000938,train/idle/clip_000938.mp4,basket_2nd,4439.9933212077085,4440.363321207708,idle,train
clip_000939,train/passaggio/clip_000939.mp4,basket_2nd,4445.228,4445.929,passaggio,train
clip_000940,train/passaggio/clip_000940.mp4,basket_2nd,4446.26,4446.593,passaggio,train
clip_000941,train/tiroDaTre1/clip_000941.mp4,basket_2nd,4447.083,4448.651,tiroDaTre1,train
clip_000942,train/non-gioco/clip_000942.mp4,basket_2nd,4449.167306336209,4451.118258908528,non-gioco,train
clip_000943,train/idle/clip_000943.mp4,basket_2nd,4452.520664101191,4452.880664101191,idle,train
clip_000944,train/idle/clip_000944.mp4,basket_2nd,4457.901404959078,4459.686404959079,idle,train
clip_000945,train/non-gioco/clip_000945.mp4,basket_2nd,4474.23003590423,4476.69023443974,non-gioco,train
clip_000946,train/non-gioco/clip_000946.mp4,basket_2nd,4476.255060646499,4479.396890727259,non-gioco,train
clip_000947,train/non-gioco/clip_000947.mp4,basket_2nd,4476.774030283535,4478.6534272902145,non-gioco,train
clip_000948,train/idle/clip_000948.mp4,basket_2nd,4480.584186036103,4480.900186036103,idle,train
clip_000949,train/non-gioco/clip_000949.mp4,basket_2nd,4482.962082885594,4486.095702762017,non-gioco,train
clip_000950,train/idle/clip_000950.mp4,basket_2nd,4487.158873024816,4487.678873024816,idle,train
clip_000951,train/tiroLibero1/clip_000951.mp4,basket_2nd,4493.153,4495.155,tiroLibero1,train
clip_000952,train/passaggio/clip_000952.mp4,basket_2nd,4496.741,4497.341,passaggio,train
clip_000953,train/passaggio/clip_000953.mp4,basket_2nd,4503.93,4504.397,passaggio,train
clip_000954,train/non-gioco/clip_000954.mp4,basket_2nd,4509.396442795218,4510.947789531027,non-gioco,train
clip_000955,train/non-gioco/clip_000955.mp4,basket_2nd,4516.113233219856,4518.47856399419,non-gioco,train
clip_000956,train/non-gioco/clip_000956.mp4,basket_2nd,4518.942415445343,4520.9899686519175,non-gioco,train
clip_000957,train/idle/clip_000957.mp4,basket_2nd,4522.767032451603,4525.267032451603,idle,train
clip_000958,train/passaggio/clip_000958.mp4,basket_2nd,4525.84,4526.808,passaggio,train
clip_000959,train/idle/clip_000959.mp4,basket_2nd,4528.662709065497,4529.202709065497,idle,train
clip_000960,train/idle/clip_000960.mp4,basket_2nd,4529.252208562303,4530.522208562303,idle,train
clip_000961,train/passaggio/clip_000961.mp4,basket_2nd,4534.942,4535.276,passaggio,train
clip_000962,train/non-gioco/clip_000962.mp4,basket_2nd,4535.668849549029,4537.7584394891455,non-gioco,train
clip_000963,train/non-gioco/clip_000963.mp4,basket_2nd,4542.979939131915,4544.820262991161,non-gioco,train
clip_000964,train/passaggio/clip_000964.mp4,basket_2nd,4549.564,4550.298,passaggio,train
clip_000965,train/non-gioco/clip_000965.mp4,basket_2nd,4555.6780459234,4558.233688325835,non-gioco,train
clip_000966,train/non-gioco/clip_000966.mp4,basket_2nd,4561.595648984829,4563.764124357909,non-gioco,train
clip_000967,train/non-gioco/clip_000967.mp4,basket_2nd,4563.817431412045,4565.828223084889,non-gioco,train
clip_000968,train/idle/clip_000968.mp4,basket_2nd,4566.775035250024,4567.315035250024,idle,train
clip_000969,train/idle/clip_000969.mp4,basket_2nd,4573.331632177714,4574.221632177714,idle,train
clip_000970,train/non-gioco/clip_000970.mp4,basket_2nd,4576.748466732226,4577.874178315948,non-gioco,train
clip_000971,train/non-gioco/clip_000971.mp4,basket_2nd,4581.582944668088,4582.9221933861645,non-gioco,train
clip_000972,train/non-gioco/clip_000972.mp4,basket_2nd,4587.33003428343,4589.315084924279,non-gioco,train
clip_000973,train/non-gioco/clip_000973.mp4,basket_2nd,4592.53230235579,4593.600057471641,non-gioco,train
clip_000974,train/idle/clip_000974.mp4,basket_2nd,4616.495349182409,4617.185349182409,idle,train
clip_000975,train/passaggio/clip_000975.mp4,basket_2nd,4621.89,4622.443,passaggio,train
clip_000976,train/tiroDaDue0/clip_000976.mp4,basket_2nd,4623.457,4624.725,tiroDaDue0,train
clip_000977,train/passaggio/clip_000977.mp4,basket_2nd,4627.01,4628.24,passaggio,train
clip_000978,train/passaggio/clip_000978.mp4,basket_2nd,4632.075,4632.542,passaggio,train
clip_000979,train/passaggio/clip_000979.mp4,basket_2nd,4635.362,4635.762,passaggio,train
clip_000980,train/tiroDaDue1/clip_000980.mp4,basket_2nd,4636.126,4637.26,tiroDaDue1,train
clip_000981,train/passaggio/clip_000981.mp4,basket_2nd,4639.126,4639.727,passaggio,train
clip_000982,train/passaggio/clip_000982.mp4,basket_2nd,4640.537,4641.438,passaggio,train
clip_000983,train/passaggio/clip_000983.mp4,basket_2nd,4653.381,4654.082,passaggio,train
clip_000984,train/non-gioco/clip_000984.mp4,basket_2nd,4661.914240396517,4663.4433911070455,non-gioco,train
clip_000985,train/non-gioco/clip_000985.mp4,basket_2nd,4662.355353914807,4665.258428184542,non-gioco,train
clip_000986,train/passaggio/clip_000986.mp4,basket_2nd,4678.95,4679.851,passaggio,train
clip_000987,train/passaggio/clip_000987.mp4,basket_2nd,4683.354,4683.62,passaggio,train
clip_000988,train/non-gioco/clip_000988.mp4,basket_2nd,4686.05047970684,4687.681158536296,non-gioco,train
clip_000989,train/non-gioco/clip_000989.mp4,basket_2nd,4694.758594146584,4697.638618705471,non-gioco,train
clip_000990,train/passaggio/clip_000990.mp4,basket_2nd,4701.089,4702.16,passaggio,train
clip_000991,train/passaggio/clip_000991.mp4,basket_2nd,4703.677,4704.077,passaggio,train
clip_000992,train/passaggio/clip_000992.mp4,basket_2nd,4704.682,4704.949,passaggio,train
clip_000993,train/tiroDaDue1/clip_000993.mp4,basket_2nd,4707.134,4708.661,tiroDaDue1,train
clip_000994,train/idle/clip_000994.mp4,basket_2nd,4709.200941290151,4709.570941290151,idle,train
clip_000995,train/passaggio/clip_000995.mp4,basket_2nd,4710.686,4711.41,passaggio,train
clip_000996,train/idle/clip_000996.mp4,basket_2nd,4716.033159598372,4717.418159598372,idle,train
clip_000997,train/passaggio/clip_000997.mp4,basket_2nd,4718.471,4718.671,passaggio,train
clip_000998,train/idle/clip_000998.mp4,basket_2nd,4723.433250733863,4724.929250733863,idle,train
clip_000999,train/non-gioco/clip_000999.mp4,basket_2nd,4725.85435409837,4726.902812315995,non-gioco,train
clip_001000,train/passaggio/clip_001000.mp4,basket_2nd,4734.023,4734.52,passaggio,train
clip_001001,train/tiroDaDue1/clip_001001.mp4,basket_2nd,4737.102,4738.215,tiroDaDue1,train
clip_001002,train/idle/clip_001002.mp4,basket_2nd,4739.452569687922,4740.552569687921,idle,train
clip_001003,train/passaggio/clip_001003.mp4,basket_2nd,4754.087,4755.049,passaggio,train
clip_001004,train/tiroDaDue0/clip_001004.mp4,basket_2nd,4758.08,4759.98,tiroDaDue0,train
clip_001005,train/idle/clip_001005.mp4,basket_2nd,4760.98790581859,4761.32790581859,idle,train
clip_001006,train/passaggio/clip_001006.mp4,basket_2nd,4766.893,4767.26,passaggio,train
clip_001007,train/idle/clip_001007.mp4,basket_2nd,4773.690165898174,4774.095165898174,idle,train
clip_001008,train/non-gioco/clip_001008.mp4,basket_2nd,4774.25,4775.32,non-gioco,train
clip_001009,train/non-gioco/clip_001009.mp4,basket_2nd,4782.41233913238,4783.463289175681,non-gioco,train
clip_001010,train/non-gioco/clip_001010.mp4,basket_2nd,4784.135723526465,4787.509752858255,non-gioco,train
clip_001011,train/non-gioco/clip_001011.mp4,basket_2nd,4790.751232036914,4794.251001608187,non-gioco,train
clip_001012,train/idle/clip_001012.mp4,basket_2nd,4796.844526829082,4797.274526829082,idle,train
clip_001013,train/non-gioco/clip_001013.mp4,basket_2nd,4806.301516036205,4807.617068473391,non-gioco,train
clip_001014,train/non-gioco/clip_001014.mp4,basket_2nd,4809.233804405237,4811.863191043346,non-gioco,train
clip_001015,train/non-gioco/clip_001015.mp4,basket_2nd,4810.450987581929,4813.076347815054,non-gioco,train
clip_001016,train/passaggio/clip_001016.mp4,basket_2nd,4823.16,4824.842,passaggio,train
clip_001017,train/non-gioco/clip_001017.mp4,basket_2nd,4835.39296203388,4837.802885988705,non-gioco,train
clip_001018,train/passaggio/clip_001018.mp4,basket_2nd,4842.849,4844.317,passaggio,train
clip_001019,train/passaggio/clip_001019.mp4,basket_2nd,4844.733,4845.8,passaggio,train
clip_001020,train/passaggio/clip_001020.mp4,basket_2nd,4850.55,4851.061,passaggio,train
clip_001021,train/passaggio/clip_001021.mp4,basket_2nd,4854.653,4855.153,passaggio,train
clip_001022,train/passaggio/clip_001022.mp4,basket_2nd,4859.16,4859.824,passaggio,train
clip_001023,train/passaggio/clip_001023.mp4,basket_2nd,4861.79,4862.224,passaggio,train
clip_001024,train/tiroDaDue0/clip_001024.mp4,basket_2nd,4864.269,4865.404,tiroDaDue0,train
clip_001025,train/idle/clip_001025.mp4,basket_2nd,4869.363490581368,4870.013490581368,idle,train
clip_001026,train/passaggio/clip_001026.mp4,basket_2nd,4872.33,4872.763,passaggio,train
clip_001027,train/passaggio/clip_001027.mp4,basket_2nd,4873.236,4873.737,passaggio,train
clip_001028,train/passaggio/clip_001028.mp4,basket_2nd,4877.667,4878.201,passaggio,train
clip_001029,train/non-gioco/clip_001029.mp4,basket_2nd,4883.178581718094,4885.92724414621,non-gioco,train
clip_001030,train/passaggio/clip_001030.mp4,basket_2nd,4887.496,4888.697,passaggio,train
clip_001031,train/passaggio/clip_001031.mp4,basket_2nd,4897.06,4897.593,passaggio,train
clip_001032,train/passaggio/clip_001032.mp4,basket_2nd,4898.743,4899.243,passaggio,train
clip_001033,train/passaggio/clip_001033.mp4,basket_2nd,4902.622,4903.089,passaggio,train
clip_001034,train/idle/clip_001034.mp4,basket_2nd,4904.967783610086,4905.303783610087,idle,train
clip_001035,train/passaggio/clip_001035.mp4,basket_2nd,4907.763,4908.196,passaggio,train
clip_001036,train/tiroDaDue0/clip_001036.mp4,basket_2nd,4908.789,4910.39,tiroDaDue0,train
clip_001037,train/non-gioco/clip_001037.mp4,basket_2nd,4913.607845843236,4916.477659973124,non-gioco,train
clip_001038,train/idle/clip_001038.mp4,basket_2nd,4923.1081131506735,4923.408113150674,idle,train
clip_001039,train/non-gioco/clip_001039.mp4,basket_2nd,4924.846993035614,4926.266465894034,non-gioco,train
clip_001040,train/non-gioco/clip_001040.mp4,basket_2nd,4931.3093605014965,4934.357613437274,non-gioco,train
clip_001041,train/tiroLibero1/clip_001041.mp4,basket_2nd,4940.421,4942.59,tiroLibero1,train
clip_001042,train/non-gioco/clip_001042.mp4,basket_2nd,4943.16,4947.32,non-gioco,train
clip_001043,train/tiroLibero1/clip_001043.mp4,basket_2nd,4950.879,4952.33,tiroLibero1,train
clip_001044,train/passaggio/clip_001044.mp4,basket_2nd,4954.318,4954.919,passaggio,train
clip_001045,train/idle/clip_001045.mp4,basket_2nd,4957.734797800636,4958.165797800636,idle,train
clip_001046,train/passaggio/clip_001046.mp4,basket_2nd,4962.84,4963.34,passaggio,train
clip_001047,train/passaggio/clip_001047.mp4,basket_2nd,4964.2,4964.867,passaggio,train
clip_001048,train/tiroDaDue0/clip_001048.mp4,basket_2nd,4965.403,4967.405,tiroDaDue0,train
clip_001049,train/tiroDaDue1/clip_001049.mp4,basket_2nd,4970.437,4971.639,tiroDaDue1,train
clip_001050,train/passaggio/clip_001050.mp4,basket_2nd,4972.733,4973.2,passaggio,train
clip_001051,train/passaggio/clip_001051.mp4,basket_2nd,4974.47,4975.17,passaggio,train
clip_001052,train/passaggio/clip_001052.mp4,basket_2nd,4978.589,4979.257,passaggio,train
clip_001053,train/idle/clip_001053.mp4,basket_2nd,4980.667089179704,4981.690089179704,idle,train
clip_001054,train/tiroDaDue0/clip_001054.mp4,basket_2nd,4985.186,4986.521,tiroDaDue0,train
clip_001055,train/idle/clip_001055.mp4,basket_2nd,4988.773764105427,4989.374764105427,idle,train
clip_001056,train/tiroDaDue0/clip_001056.mp4,basket_2nd,4992.653,4993.787,tiroDaDue0,train
clip_001057,train/non-gioco/clip_001057.mp4,basket_2nd,4996.739968564811,4998.010215438954,non-gioco,train
clip_001058,train/non-gioco/clip_001058.mp4,basket_2nd,5002.248494893651,5005.036031656275,non-gioco,train
clip_001059,train/idle/clip_001059.mp4,basket_2nd,5020.364261719057,5020.6742617190575,idle,train
clip_001060,train/non-gioco/clip_001060.mp4,basket_2nd,5031.66855192002,5033.933453894213,non-gioco,train
clip_001061,train/non-gioco/clip_001061.mp4,basket_2nd,5032.089986202297,5035.0465745681995,non-gioco,train
clip_001062,train/non-gioco/clip_001062.mp4,basket_2nd,5034.990417648673,5037.06136268176,non-gioco,train
clip_001063,train/non-gioco/clip_001063.mp4,basket_2nd,5037.359418229719,5040.754850325234,non-gioco,train
clip_001064,train/idle/clip_001064.mp4,basket_2nd,5056.77166930905,5057.051669309049,idle,train
clip_001065,train/non-gioco/clip_001065.mp4,basket_2nd,5059.861400835747,5062.9871339334695,non-gioco,train
clip_001066,train/non-gioco/clip_001066.mp4,basket_2nd,5063.060772431842,5065.787308471675,non-gioco,train
clip_001067,train/non-gioco/clip_001067.mp4,basket_2nd,5069.229022146812,5071.008915257798,non-gioco,train
clip_001068,train/idle/clip_001068.mp4,basket_2nd,5077.300408447528,5078.220408447528,idle,train
clip_001069,train/non-gioco/clip_001069.mp4,basket_2nd,5080.218876399874,5081.473629663489,non-gioco,train
clip_001070,train/non-gioco/clip_001070.mp4,basket_2nd,5084.254085975794,5087.378025043293,non-gioco,train
clip_001071,train/non-gioco/clip_001071.mp4,basket_2nd,5085.398267234996,5087.987230000249,non-gioco,train
clip_001072,train/idle/clip_001072.mp4,basket_2nd,5088.610996581182,5091.110996581182,idle,train
clip_001073,train/non-gioco/clip_001073.mp4,basket_2nd,5101.259294793521,5102.523141970131,non-gioco,train
clip_001074,train/non-gioco/clip_001074.mp4,basket_2nd,5103.798237411325,5105.100875073994,non-gioco,train
clip_001075,train/passaggio/clip_001075.mp4,basket_2nd,5113.36,5113.96,passaggio,train
clip_001076,train/passaggio/clip_001076.mp4,basket_2nd,5118.046,5118.446,passaggio,train
clip_001077,train/tiroDaDue0/clip_001077.mp4,basket_2nd,5119.17,5121.105,tiroDaDue0,train
clip_001078,train/passaggio/clip_001078.mp4,basket_2nd,5124.69,5125.354,passaggio,train
clip_001079,train/passaggio/clip_001079.mp4,basket_2nd,5129.05,5129.583,passaggio,train
clip_001080,train/passaggio/clip_001080.mp4,basket_2nd,5131.513,5132.013,passaggio,train
clip_001081,train/tiroDaDue1/clip_001081.mp4,basket_2nd,5136.577,5138.53,tiroDaDue1,train
clip_001082,train/idle/clip_001082.mp4,basket_2nd,5139.536289063167,5140.256289063167,idle,train
clip_001083,train/passaggio/clip_001083.mp4,basket_2nd,5140.89,5141.824,passaggio,train
clip_001084,train/idle/clip_001084.mp4,basket_2nd,5144.973137904893,5145.333137904892,idle,train
clip_001085,train/passaggio/clip_001085.mp4,basket_2nd,5149.046,5149.28,passaggio,train
clip_001086,train/tiroDaDue0/clip_001086.mp4,basket_2nd,5158.626,5160.361,tiroDaDue0,train
clip_001087,train/idle/clip_001087.mp4,basket_2nd,5164.34872589353,5164.86872589353,idle,train
clip_001088,train/non-gioco/clip_001088.mp4,basket_2nd,5176.710803544274,5179.479075153539,non-gioco,train
clip_001089,train/non-gioco/clip_001089.mp4,basket_2nd,5178.370570279763,5180.716002545884,non-gioco,train
clip_001090,train/non-gioco/clip_001090.mp4,basket_2nd,5188.8921381841055,5190.567344175074,non-gioco,train
clip_001091,train/non-gioco/clip_001091.mp4,basket_2nd,5192.712212546522,5195.546700806555,non-gioco,train
clip_001092,train/tiroLibero0/clip_001092.mp4,basket_2nd,5200.17,5201.636,tiroLibero0,train
clip_001093,train/idle/clip_001093.mp4,basket_2nd,5206.761442785238,5207.161442785238,idle,train
clip_001094,train/idle/clip_001094.mp4,basket_2nd,5206.900227291785,5207.760227291785,idle,train
clip_001095,train/non-gioco/clip_001095.mp4,basket_2nd,5208.017882337081,5210.10681856959,non-gioco,train
clip_001096,train/tiroLibero0/clip_001096.mp4,basket_2nd,5218.002,5220.006,tiroLibero0,train
clip_001097,train/non-gioco/clip_001097.mp4,basket_2nd,5220.31,5223.66,non-gioco,train
clip_001098,train/tiroLibero1/clip_001098.mp4,basket_2nd,5229.418,5231.151,tiroLibero1,train
clip_001099,train/non-gioco/clip_001099.mp4,basket_2nd,5236.967339386045,5238.638328231168,non-gioco,train
clip_001100,train/passaggio/clip_001100.mp4,basket_2nd,5239.756,5240.576,passaggio,train
clip_001101,train/idle/clip_001101.mp4,basket_2nd,5241.970462483739,5243.570462483739,idle,train
clip_001102,train/passaggio/clip_001102.mp4,basket_2nd,5245.697,5246.225,passaggio,train
clip_001103,train/passaggio/clip_001103.mp4,basket_2nd,5249.611,5250.016,passaggio,train
clip_001104,train/passaggio/clip_001104.mp4,basket_2nd,5250.466,5250.897,passaggio,train
clip_001105,train/idle/clip_001105.mp4,basket_2nd,5252.782760639846,5254.4947606398455,idle,train
clip_001106,train/tiroDaDue0/clip_001106.mp4,basket_2nd,5255.576,5256.911,tiroDaDue0,train
clip_001107,train/tiroDaDue0/clip_001107.mp4,basket_2nd,5258.22,5259.797,tiroDaDue0,train
clip_001108,train/passaggio/clip_001108.mp4,basket_2nd,5263.173,5263.807,passaggio,train
clip_001109,train/tiroDaDue0/clip_001109.mp4,basket_2nd,5265.52,5266.41,tiroDaDue0,train
clip_001110,train/passaggio/clip_001110.mp4,basket_2nd,5270.98,5271.667,passaggio,train
clip_001111,train/idle/clip_001111.mp4,basket_2nd,5272.184724144681,5272.5917241446805,idle,train
clip_001112,train/passaggio/clip_001112.mp4,basket_2nd,5274.136,5274.436,passaggio,train
clip_001113,train/passaggio/clip_001113.mp4,basket_2nd,5277.413,5277.646,passaggio,train
clip_001114,train/passaggio/clip_001114.mp4,basket_2nd,5278.973,5279.407,passaggio,train
clip_001115,train/passaggio/clip_001115.mp4,basket_2nd,5280.682,5281.417,passaggio,train
clip_001116,train/non-gioco/clip_001116.mp4,basket_2nd,5283.0926890285255,5286.169516575752,non-gioco,train
clip_001117,train/passaggio/clip_001117.mp4,basket_2nd,5290.943,5291.777,passaggio,train
clip_001118,train/idle/clip_001118.mp4,basket_2nd,5299.49198808651,5300.05698808651,idle,train
clip_001119,train/non-gioco/clip_001119.mp4,basket_2nd,5300.42,5301.97,non-gioco,train
clip_001120,train/non-gioco/clip_001120.mp4,basket_2nd,5304.4466580768285,5307.650736036835,non-gioco,train
clip_001121,train/non-gioco/clip_001121.mp4,basket_2nd,5308.804634088308,5310.966405254817,non-gioco,train
clip_001122,train/passaggio/clip_001122.mp4,basket_2nd,5316.303,5316.664,passaggio,train
clip_001123,train/passaggio/clip_001123.mp4,basket_2nd,5321.046,5321.714,passaggio,train
clip_001124,train/idle/clip_001124.mp4,basket_2nd,5324.421779236558,5324.961779236558,idle,train
clip_001125,train/passaggio/clip_001125.mp4,basket_2nd,5327.089,5327.69,passaggio,train
clip_001126,train/passaggio/clip_001126.mp4,basket_2nd,5328.103,5328.57,passaggio,train
clip_001127,train/tiroDaTre0/clip_001127.mp4,basket_2nd,5329.393,5331.662,tiroDaTre0,train
clip_001128,train/idle/clip_001128.mp4,basket_2nd,5333.267148835429,5334.257148835429,idle,train
clip_001129,train/idle/clip_001129.mp4,basket_2nd,5342.600867136046,5343.060867136046,idle,train
clip_001130,train/idle/clip_001130.mp4,prima_parte,24.903430705188946,27.08643070518894,idle,train
clip_001131,train/passaggio/clip_001131.mp4,prima_parte,28.45,28.92,passaggio,train
clip_001132,train/passaggio/clip_001132.mp4,prima_parte,31.05,31.44,passaggio,train
clip_001133,train/non-gioco/clip_001133.mp4,prima_parte,40.60495649218058,42.55242975250124,non-gioco,train
clip_001134,train/non-gioco/clip_001134.mp4,prima_parte,42.1243321918174,45.25171428259855,non-gioco,train
clip_001135,train/idle/clip_001135.mp4,prima_parte,47.291524453579484,49.11852445357948,idle,train
clip_001136,train/passaggio/clip_001136.mp4,prima_parte,60.1,60.51,passaggio,train
clip_001137,train/passaggio/clip_001137.mp4,prima_parte,64.4,65.31,passaggio,train
clip_001138,train/passaggio/clip_001138.mp4,prima_parte,67.62,67.95,passaggio,train
clip_001139,train/tiroDaDue0/clip_001139.mp4,prima_parte,68.76,69.84,tiroDaDue0,train
clip_001140,train/non-gioco/clip_001140.mp4,prima_parte,77.5190599568299,79.04935958227925,non-gioco,train
clip_001141,train/tiroLibero1/clip_001141.mp4,prima_parte,89.69,91.58,tiroLibero1,train
clip_001142,train/non-gioco/clip_001142.mp4,prima_parte,93.68,97.52,non-gioco,train
clip_001143,train/tiroLibero0/clip_001143.mp4,prima_parte,105.27,107.21,tiroLibero0,train
clip_001144,train/passaggio/clip_001144.mp4,prima_parte,108.66,109.13,passaggio,train
clip_001145,train/passaggio/clip_001145.mp4,prima_parte,109.71,110.85,passaggio,train
clip_001146,train/tiroDaDue1/clip_001146.mp4,prima_parte,111.52,112.63,tiroDaDue1,train
